filename,reference,prediction
val_879.jpg, young man in a white shirt and black shorts is playing tennis. He is wearing a white cap and his shirt has ridden up his right side leaving part of,The tennis player is rearing back to hit the ball. He is wearing wristbands on his wrist. The wristbands away. The tennis player is
val_613.jpg, elephant is walking through the grass. The grass is green and has small yellow flowers in it. There are taller patches of grass that have some purple to them,Two giraffes are standing next to each other. One is a baby and is looking down at the camera. The other giraffe is larger and
val_152.jpg, women are jumping on a large bed in a tan room. The woman farthest from the camera is wearing a blue shirt and black pants. The one in, A young girl is laying next to a man in bed. The man is wearing a white t shirt and dark pants. The girl has blonde hair and
val_485.jpg," view is an empty black sitting bench viewed from behind. The bench is situated mostly to the right, and is above very wet ground that even looks like there",Behind the trees is a quiet city. In front of the trees is a forest filled with trees. In front of the forest is a castle with white
val_156.jpg, hand is holding a napkin that contains a hot dog inside of it. The napkin is folded and white. The hotdog is inside a hotdog,The image is of a man eating a hotdog.  The man is wearing elbow guards and a white sleeveless shirt.  The man's
val_937.jpg, is a picture of some girls. The girls are walking down a sidewalk. The sidewalk is light gray. The woman to the left has red hair. The,There are people walking on the sidewalk. There are cars parked along the side of the sidewalk. There are large buildings on the other side of the street
val_275.jpg, woman is playing tennis. Her tennis racket is high above her head. She is wearing a white visor and a short white skirt. Her shirt is a,Two women are playing tennis on a court with a net. One of the women is wearing a tank top and blue shorts. The other woman is wearing
val_416.jpg, large brown horse is in a field. It is eating some food off of the ground. It is standing next to some weeds in the grass. The horse, A brown horse is standing in a field. There is a field of green grass underneath the horse. There is a cloud of dust on the ground around
val_193.jpg," are playing soccer on a large green field on a gray cloudy day. The men are wearing either red uniforms with white trim, or white and black uniforms.",Two young girls are playing soccer on a field of grass. One of the girls is wearing a red and white uniform. The other girl is wearing a
val_97.jpg," elderly woman is happy and smiling as she looks down into her phone.  She is wearing a earrings, a bracelet, glasses and a green jacket over","A man is sitting in front of a cake with orange fruit on it. He is wearing eyeglasses on his eyes, is wearing a short sleeve"
val_281.jpg, bunch of airplanes are being shown. One appears to be on the runway and is ready to take off. The other three are all parked. Every plane is,The image is of a Southwest jet. It is a passenger jet and it has two large engines. The airplane is blue and red and is taking off
val_254.jpg, bus is traveling down the road. The bus is white and it has large passenger windows. There is a small white car in front of the bus. To,The bus is parked on the street. The bus lights are on. The street light is green. The sky is dark. There is a tree to
val_2.jpg," small short haired brown dog walks down the street, holding a skateboard in its mouth.  The board's underside is pink and aqua. ","Three people are walking on a grassy field on a sunny day. One of the people is wearing a blue jack, blue shirt and black pants."
val_208.jpg, men stand next to each other. They are all dressed up with black vests and white shirts. Two of the men have black bow ties on and one,A man is standing next to a wall. The man has a black suit on and his hair is in pigtails. He is wearing a red tie
val_758.jpg, bear sits in the grass. The bear has black fur. The bear has a brown nose. The bear is sitting up. The bear is holding something in,Two bears are in a field. One bear is on the ground right behind the other. One bear is standing off to the side. There are some
val_457.jpg, giraffe is eating grass from a tree. The giraffe's neck is very long. The giraffe has more Brown than white on it. There are,Two giraffes are standing next to each other in a enclosure.  The enclosure is surrounded by a metal fence and green bushes.  Beyond the
val_595.jpg, cat is sleeping on a sofa. The sofa is a bright blue color and it has three cushions that can be removed. The cat is gray with dark,A cat is sitting on top of a blue box. There is a wood fence behind the cat. There is a green post in front of the fence
val_798.jpg," men dressed in t-shirts and black shorts stand together on a very sandy playing area, looking into the distance. It is evening, dark outside although the",Behind the trees there are people standing around. There is a bike leaning against the tree. There is a person playing with a frisbee. 
val_650.jpg, wooden bench sits on square pavers outdoors.  There is brown grass surrounding the bench.  In the background is a wooden area with trees and shrubs,The bench shown is covered with snow. The bench is sitting on concrete. The concrete is grey. The bench is reflecting the trees. There is a
val_204.jpg, man is standing on top of a skateboard. The skateboard has green wheels. The man is wearing a black shirt and sunglasses. There is a large,Three boys are skateboarding in the street. The boy in the front has a black helmet on his head and he is bent down. The boy behind
val_573.jpg, boy is skateboarding down the street. He is holding a jacket in his right hand. The jacket he is holding is blue. Tge skateboard is,Three people are riding skateboards down a street. The person on the skateboard closest to the camera is a woman. The woman is wearing a white
val_137.jpg, parking meter next to a street. There is a house across the street from the parking meter. There are cars parked across the street from the parking meter.,The parking meter is in a field. The top has a coin slot. There is a sticker on the front. There are flowers in the field of
val_443.jpg, motorcycle sits next to the side of the building. There is a mural on the side of the building. The doors of the building are blue and white.,Behind the fence there are two people. One of them is wearing a white shirt and blue jean shorts. The other woman is wearing a black shirt
val_526.jpg,"ats are parked on the deck. A boat has a long mast that is higher that the buildings. A person is on teh small boat, and he",The sky is partly cloudy and the water is calm. There is a boat sailing along carrying people. The light house is at a distance from the boat
val_754.jpg, image is of an airport at sunset.  There are several planes on the tarmac. One plane is currently taking off and is upward bound in the air,"Two planes are on a runway nose to nose. The runway is surrounded by a green, metal post fence. A person dressed in black is on the"
val_560.jpg, old photograph shows a man on horseback. THe horse is black and its tail is cut off. he man is wearing a uniform and a hat and,"Three horses are standing side by side in the dirt of a field. The horse on the left is white, the horse on the right is brown."
val_490.jpg, old fashioned pick up truck is sitting along the side of the road.  There is hay  and brown grass beneath it.  The bed of the truck, a truck is driving down the road. the truck has stripes on it. the stripes are red and yellow. the truck has no bed. the bed
val_473.jpg, boy is standing outside in this photo. He is wearing a short sleeve blue shirt and dark shorts. The boy is holding the handle of a bag that is, young girl is smiling as she holds onto a piece of strawberry pie.  She is wearing a blue jackey and earrings.  Her hair
val_636.jpg, boy of about 12 years old is standing on a skateboard and riding on a skateboard ramp with the blue sky mostly clear above. The boy is wearing, is a male skateboarding. he is on a cloudless blue skateboard. his sneakers have a black logo. his pants are grey in color.
val_267.jpg, are several boats in the water. There are trees behind the boats on the land. There is a large building on the land in front of the trees.,Behind the trees there is a forest full of trees. In front of the forest there is a white boat sailing in the water. In front of the
val_344.jpg, is a man falling off of a skateboard. The skateboard is to the right of the man in the green shirt. The man in the green shirt,Three boys are skating on skateboards in the middle of the street. The boy on the left is wearing a red knit hat and blue jeans. The
val_284.jpg, herd of elephants cross a river. The water has rapids on it's surface. There are many trees across the way. there is ground near the river,There are three elephants on the ground. There are small ripples in the water around them. There is a fence surrounding the elephants.  Two elephants
val_159.jpg, street is crowded with people. there is an old woman on a bike. all of the signs are in chinese. the sky is very grey. there,The sky is overcast and dark. There is a bike leaning against the pole on the sidewalk. There is a person riding a bike next to the
val_428.jpg, little Asian boy in a swimsuit has thrown a red plastic frisbee. He is standing on a grassy hill. Behind him is a big leaf,"Two men are playing frisbee outside on a sunny day. One of the men is wearing a cap, shirt and shorts. The other man is"
val_463.jpg, is someone skateboarding outside along the edge. One foot is off of the skateboard while the other is on. The person is wearing a white T-,"Three people are standing on a skateboard in the middle of a skateboard park.  The three are wearing jeans, t-shirts and sneakers."
val_409.jpg, woman is surfing while wearing an all black wet suit. The size of the wave she is riding is medium. There is another surfer farther away in the,Two people are standing on a beach on a sunny day. One of the people is wearing a black wet suit and holding a white surfboard. There
val_294.jpg," is an image focusing on three carousel animals. The first on the left appears to be a cow. It is the most weather worn of the three,",There is a lot of pizza on a table. There is a golden pizza box on the table with a black plastic table cloth. There is a white
val_918.jpg, is a picture of some food. The food is a pizza. The pizza is baked. The crust on the pizza is black and tan. There are green,Two slices of pizza are sitting on a wooden cutting board.  Behind the pizza is the long serrated blade of a black handled knife on a wooden
val_313.jpg," drawing of a middle aged black man wearing glasses, in a white dress shirt and red tie. he is holding a tennis racket and posting for a picture.",Two men are standing beside each other outside on a cloudy day. One man is wearing a blue short sleeve shirt and dark blue shorts. The other man
val_151.jpg," boy and his mother sit on a bed looking at a laptop. The boy is roughly 11 years old and wearing a hoodie with ""86"" on the",A young boy is sitting in a chair typing on a gray laptop computer. He is wearing a short sleeve shirt. There is a chair behind him with
val_173.jpg, red fire hydrant has been pulled from the ground by a large truck. The black pipe which reset beneath the ground is laying on the sidewalk. The wheel,The man is standing on the sidewalk next to the street. He is wearing a white long sleeve shirt and black pants.  Sandals are on the
val_12.jpg, are two cats under the car. One cat is black behind him is a black and white cat. Both cats are resting.,Three cats are sleeping in a bed. One of the cats is black and white. The bed has white sheets and a brown comforter on it
val_60.jpg, hotdog is sitting inside of a container. The hot dog only has spicy brown mustard on it. Next to the container and hotdog is a small container,The hot dog is cooked very well. The hot dog is brown on one side more than the other. The bread is toasted. The bread is
val_397.jpg, person in a yellow coat and pants is walking in the snow carrying a snow board. The person is wearing a grey backpack and a black helmet. There are, is a snow storm in the field. There is a person snowboarding. The person is wearing a hat. The hat is white. The snow pants
val_672.jpg, train travels along tracks. There is a green leafy tree to the right of the train. There are mounds of dirt and rocks to the right of,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_645.jpg, male surfer is riding a wave in the ocean.  He is laying down on a surfboard.  There is water splashing behind him and his,Two people are surfing in the ocean.  There is a person surfing high on a wave.  There is a person surfing low on a wave.
val_848.jpg, white box truck is parked in a dirt lot. The bottom of the trailer has a red stripe around it. There is foreign writing on the picture with a, two trucks are parked. the trucks are blue in color. the bed of the truck has stripes. the cement of the truck has stripes. the cement
val_665.jpg, green and white street signs are on a pole. An  Electric power line is hanging in the air above the signs.  A tall tree is above the,"The street signs are attached to a black pole. The texts are white. The street signs show ""E 92 ST"" and ""BAYVIEW PL"
val_604.jpg, cat is sitting on a dresser with clothes underneath. The cat is brown striped with a white belly.  There is a mirror on the dresser and,Dog is laying on the carpet. The carpet is white. The dog is brown. The dog has long hair. The dog is wearing a blue collar
val_862.jpg, man and woman is standing in a living room playing a video game. They are holding white game controllers in their hands. A t.v. is sitting,There is a man standing in front of a television holding a white remote in his hand. The television is sitting on a wood table and is turned on
val_731.jpg, person is doing snowboarding. The person is wearing a black helmet and black goggles. The vest the person is wearing is red and gray jacket. The pants, snow is blowing and fogging the air. There is a snow lift in the background. There is a person skiing found a large slope. There are
val_291.jpg, market outside has white tents set up. The ground is gray pavement and there is a pole with street names with green background and white letters. The sky is, a bunch of people are at a zoo. The zoo has a bunch of decorations. Some of the decorations are kites. Some of the kites
val_244.jpg," image shows a variety of vegetables including radishes, yellow string beans, squash, and carrots on top of a wooden table. Next to the vegetables is a",The image is of ingredients in containers for cooking. There are three containers holding food. A large metal bowl holds potatoes that have been peeled and chopped up
val_377.jpg, baseball player dressed in a white pinstriped uniform hits a ball at the home base with a umpire behind him. The baseball field is a rich green,The baseball players are wearing uniforms that are white in color. The numbers on the jerseys are red in color. The helmets are blue. The men are
val_496.jpg, man is standing posing for a picture with his hands in his black jeans pocket. His thumbs are sticking out of the pockets. He is smiling and wearing all, A man is standing in front of a wall with  a book in his lap and a tie around his head.  The man is wearing a black
val_139.jpg," bird is birching on a branch of a tree that has green leaves on it.  The bird has a long beak and the bird is brown,", a chicken is eating a snake. The chicken is brown and white. The snake the chicken is eating is alive and small. The chicken is surrounded by
val_697.jpg, older woman with white hair stands in the middle of a kitchen. Her arms are on her sides and her hand stick out a little. The woman wears a,The man is standing in front of the kitchen counter. He is wearing a white chef's coat. There is a glass on the counter next to the
val_544.jpg," man is standing outside playing baseball with an inflatable toy. He is wearing a cap, short sleeve shirt and jeans. Another man is standing near him wearing",The image is of a cubicle. The cubicle has a desktop and a laptop computer which are both on.  The desktop screen shows a man
val_462.jpg, bird is flying through the air. The bird has a large wingspan. The bird has a white head with an orange beak. I believe the bird,There is a bird flying in the sky. The bird has wings that are up. The sky is blue with fluffy white clouds. The bird is white
val_299.jpg, is a person on the water. They are parasailing. The kite is blue in color. There are mountains in the background. The water looks cal,Three boats are seen clearly in the bay. They appear to be stationary. Two of the boats seem to be empty but the third boat in the distance
val_312.jpg," men are standing in front of a table that has a blue and white tablecloth. Two of the men, both wearing tan jackets and pants, are cutting",The man is wearing a black jacket. He is wearing a black helmet. He is holding a red and white tennis racket in his hands. He is
val_509.jpg, photo is taken outside on a sunny day. White clouds can be seen in a blue sky. An old white truck is sitting on a paved road. A,The sky is partly cloudy but still blew. There is a truck parked on the grass next to the road. There is a red fire hydrant on
val_768.jpg, man is wearing a red helmet and dark shades. He is wearing a white tee shirt. The man does a trick on the orange skate board.  He,Three people are climbing up a snowy mountain in their skies. The person on the far left is wearing a blue jacket and blue pants. The person on
val_35.jpg, woman is wearing a black jacket and a blue cap. She is sitting on a wooden table. There is a blue plastic water bottle on the table next to,Two people are standing on skis in the snow. The person on the left is wearing a red jacket and blue pants. The person on the right
val_404.jpg, are bikes parked along the street. The bikes have green lights on the front of them as they are parked. There is a car driving slowly down the street,The bike is parked outside on the sidewalk. The bike is black. The bike has a plastic bag tied around the back part of the bike. There
val_47.jpg, women all dressed the same occupy a small living space.  The women are dressed in dark jumpsuits and blue checked shirts.  A white couch and chair,A woman is sitting in a living room holding a white game controller in her hand. She is wearing a brown long sleeve shirt with a gray tie.
val_17.jpg, are two clocks hanging on the wall. There is a small tree in between them on a table. The wall behind them is white. ,"The image is of a bathroom. The ceiling, walls, sink and toilet are white. The toilet is up and their are metal bars on the wall"
val_932.jpg," young men, and one girl are standing on the cement at a skateboard park on a cool afternoon. The right on the right is wearing a black hood","Two young boys are posing for a picture outside on a sunny day. One of the boys is wearing a cap, blue shirt and jeans. The other"
val_216.jpg, elephant is playing with a ball. the elephant is still a baby. the ball is a soccer ball. it is playing with two men. the men are,"Three elephants are seen walking in a compound of a building. Two of the elephants, a baby and a adult, are walking in front of a wall"
val_673.jpg, bus sits parked next to snow. The bus is red. There is a marque on the front of the bus. There are trees on either side of,The image is of a bus. The bus is covered with snow. The snow is white. The snow has tracks from skiers. The skier
val_941.jpg, are many oranges in a display case. The oranges are all ripe. There are many cups of orange juice on the counter. THe cups are clear and,The image is of ingredients in containers for sale. There are three containers holding food. Two of the containers are white and the other is red. There
val_547.jpg, men are riding the waves of the ocean. The waves are creating white flashes of water. The water is moving very fast. The water is in constant motion,Two people are surfing in the ocean. The people are wearing wetsuits. The wet suit is black with yellow goldish writing on it. The
val_507.jpg, waiters in the restaurant are talking to the chefs. The Chef's kitchen looks clean. There are three chefs in the kitchen. There are two waiters,Three men are standing inside of a kitchen. One of the men is wearing a white chef's shirt. The kitchen has four doorways in the kitchen
val_305.jpg," man is in a  helicopter,the helicopter is yellow with a blue front and a black,white and red strap on the tail.The man in the","Two people are riding on top of a green, yellow and blue motorcycle. The person on the front of the bike is wearing a blue shirt and blue"
val_693.jpg, dark brown plate is round and has light brown trim around it. it is standing on a wooden surface that is a light brown color. There is a metal,The frosting is on top of the cupcakes. The cupcakes are brown. The frosting is chocolate. The cupcakes are brown. The
val_454.jpg, yellow surfboard is on the sand. The surfboard have black hooks on it. There is a black wire attached to it. The sand is brown and,The man is wearing a yellow shirt. The shirt is wet. The man is holding a yellow surfboard. The surfboard is white. The man
val_408.jpg, person riding a jet-ski or sea-doo is making a small wake on a large body of water.  The person riding the watercraft is,Two people are wind surfing in the water. There is a sail boat behind the people and trees. The water is calm and still. There is a
val_461.jpg," old man is standing beside two horses. He is wearing tan vest, inside the vest is a checkered shirt. He is also wearing a plaid",The image is of a horse and buggy in the middle of winter in a forest. The ground is white with freshly fallen snow and the trees are tall
val_118.jpg, brown bear is standing in the water. There is a waterfall below him. Another bear is in the water below the first bear. ,Two bears are in a lake. The lake is filled with water. The bear on the left is standing up. The bear on the right is laying
val_83.jpg, a view from an open white door into a small bathroom.  The floor is tiled with small white tiles.  The the left is a shower with,The image is of a bathroom. The toilet lid and seat are open. On top of the toilet's tank there is an unopened roll of toilet
val_252.jpg, large black train is on the tracks. There is an orange bumper on the train. There are two headlights on the train. There is a green train behind,The warehouse has brick walls and metal ceilings. There are lights in the ceiling. There is a small red train car siting on the side of the
val_405.jpg, is a white house. the house has a red door with a silver handle. there is a window on the wall. there is a bike with white wheels,The house is made of wood. The house has rectangular windows. On the side of the house is a chimney made of bricks. A bench is
val_522.jpg, man is split framed into four different positions.  In the first frame he is looking straight ahead at an unknown object.  In the second frame he is, is the living room of a home.  A man is sitting at a desk in the living room holding a white game controller in his hand. 
val_938.jpg, is an image of a train. The train is red and white. The train has  large windshield on it. The train window is tinted green.,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_895.jpg, birds are sitting on a power line. One bird is white with spiked feathers on its head and the other bird is brown. The brown bird is smaller.,Two cats are standing next to a chair.  One of the cats is black and the other is brown.  The tile on the floor is black
val_729.jpg,all evergreen trees are growing outside. There are some short evergreen trees in front of them. Further more in front is green grass that is growing in,Two zebras are standing on a dirt field. The zebras are black and white. The field has tall grass and weeds in it.
val_406.jpg, are two people running after a frisbee. There is a man in a white shirt and white shorts next to a person in a black shirt and black,Two men are playing tennis on a tennis court. One of the men is wearing a red short sleeve shirt and dark shorts. The other man is wearing
val_623.jpg, black metal bench is mounted to the ground. The bench has snow on the seating area. Snow comes up nearly to the bench and is covering the ground completely,Behind the bench there is a potted plant. The plant has no leaves and is basically a tree stump. The plant has no leaves and is basically
val_33.jpg, planes are taking off. One plane is very red. There is a patch of grass next to the planes. The roads are grey. the sun is not,Two airplanes are on a runway nose to nose. The airplane on the right is white with a red stripe down its nose. The airplane on the left
val_559.jpg,vex mirror is posted over a blue circular one-way traffic sign with white arrow pointing to the right.  Convex mirror contains the image of,"The street signs are attached to a black pole. The texts are white. The street signs show ""E 92 ST"" and ""BAYVIEW PL"
val_218.jpg, living room walls are all bright white. The floors are medium colored hardwood. There is a tan area rug under a coffee table in the middle of the,The room is void of any furniture. White walls are framed in wood trimming.  Beige carpeting covers the floor.  The window is
val_540.jpg, male is sitting in a chair. The male has blonde hair. The person is wearing a striped shirt. The stripes are different shades of light and dark blue,A man is sitting in a chair typing on a gray laptop. The laptop is black. There is a cell phone to the right of the man.
val_161.jpg, man and a woman are sitting next to each other at the table. In front of them on the table you can see dishes with their meals prepared. And,Three women are sitting at a table in a restaurant. One of the women is wearing a white halter top and blue jean shorts. The table
val_429.jpg, is a plate of food with fruit and eggs. The eggs have ketchup on them and the fruit has some sort of seasoning. The plate is extremely clean, there is a big pile of food on the table. there are vegetables on the table. there are some spices on the table. there are some spices
val_849.jpg, is a gray cat with green eyes laying on a dark colored wood desk. There is a door in the room that is open. It has a silver handle,"A cat is sleeping on a shelf surrounded by computer equipment. Behind the cat there is a black computer speaker, and in front of him there is a"
val_29.jpg, elephant walking in a meadow. The elephant has it's back to us and it is walking towards a grouping of trees and low green bushes.  The,"Two giraffes are in an enclosure behind tall grass.  One is an adult, and the adult has a small baby.  The baby is"
val_351.jpg, man in a blue jacket is about to swing his golf club to hit the ball on the green.  A caddy in a white vest with the name,"Three people are standing in front of a building, in what looks to be a ceremony for war veterans. Two of the people are women, and there"
val_600.jpg, photo is taken outside on a cloudy day. Vehicles are parked along the side of a road near buildings. The road is covered with snow. Tall leafless,The sky is partly cloudy but still blew. There is a truck driving by the clouds. The truck has two red lights on the back of it.
val_48.jpg," black fluffy dog is running across wet, dark beige sand.  The dog's fur is wet and dripping with water.  The dog is holding a",A dog is walking in the sand on the beach. The dog has a black collar around its neck. There is a green post in the sand next
val_175.jpg, woman is checking out apples in a grocery store. There are many apples stacked on the shelf. Next to the apples are oranges and grapefruits. Another,Two people are standing in front of a large patio table. There is a green and white cake on the table with orange fruit on top of it.
val_703.jpg," very old club sign still hangs in the front of the old building. The sign is white and black, but it also has some significant rust building up on","The sky is partly cloudy and mostly blue. There is a bike leaning against the pole on the sidewalk. The license plate on the bike says ""Dog"
val_586.jpg, bananas are all yellow. The tops of the bananas are green. There are oranges in a box next to the bananas. The box is mostly blue. The, there are a lot of bananas on the counter. all of the bananas are yellow. there are cucumbers on the counter. there are a lot of
val_654.jpg, are walking around with umbrellas.  The people are standing by a moped.  The umbrellas are purple.  One lady has something,Three people are walking outside on a sunny day. One woman is carrying a bike and carrying a purse on her shoulder while holding a cellphone to her ear
val_799.jpg, pools are sitting next to each other next to several buildings. The top pool is small and rectangular. There are several lanes in the small pool. A second,A large open lake with many boats parked on the side of the lake. There is a park with many boats parked on the side of the lake.
val_566.jpg," Palace of Westminster on a clear day in London. Big Ben stands tall over the bridge, and the water below the bridge shimmers in the sun, and",The sky is partly cloudy and the water is calm. There is a boat sailing along carrying people. The light house is at a distance from the boat
val_746.jpg, people are walking away on sand. The people are carrying surfboards in their hands. The leader for group has on a white long sleeve shirt and dark bott,Two people are wind surfing in the water. One person is wearing a green wet suit and holding a yellow frisbee. The other person is wearing
val_445.jpg, image is of two animals lying on the ground. They are in a chain-link enclosure. They both have black fur. They are obscured by dried out, snow is blowing in the air. There is a big pile of snow on the ground. There are numerous foot prints of people that have walked through the
val_65.jpg, are two people standing in the front of a room. There is an American flag in front of them. They are both in suits and ties. The man,"There is a young boy in a black jacket, and pants, and hat who is wearing a colorful hat. There is also a man in a gray"
val_802.jpg, bus is a red. The bus is a double-decker. The bus is stopped at the bus stop. There are people walking at the sidewalk.,The image is of a public transportation bus. The bus is a double decker. The bus is red and white in color. There are overhead lights
val_814.jpg," man is on a sidewalk with four sheeps. The man wears a tan vest, blue jeans and a pair of white and blue tennis shoes. The man",The man is standing in front of the building. The man is wearing a striped shirt. The striped shirt has a read t shirt. The man is
val_942.jpg, new stainless steel oven sits next to a refrigerator of like design.  The oven still has tap and plastic wrapping on it.  It has been plugged in,The kitchen is very clean. The stove is white. The clock on the stove is lit up in green. There are two side windows. There's
val_741.jpg, bus is a double decker bus. It yellow at the bottom and white at the top. There is a decoration of a bridge on the bus with other,"Two public transportation buses are pulling up to a bus stop on a foggy day. The bus in the front is white, with pink trim. A"
val_407.jpg, photo is taken outside on a sunny day. A man is riding on a black and white horse on a race track. He has glasses on his head.,Two young girls are riding on top of a horse. The horse is brown and has a black mane. The girl on the left is wearing a
val_497.jpg, scene appears to be a large table of blue tablecloth in a sunny but unseen window. On top of the table is a layer of thick white smooth plastic,Two people are standing in front of a door of a building. There is a table with a wine glass on it on the table. A green and
val_614.jpg, baseball players are sitting in the dugout. Most of the baseball players are sitting up on the ledge behind the bench. There is one baseball player walking towards,The man is wearing a Braves uniform. He is holding a Braves bat in his hands. He is wearing a black hat. Braves fans can be seen
val_421.jpg, curve in the road is being shown. There is a very sharp turn that has a railing with arrows pointing on it. On the other side below the railing,There is a jeep driving down the street. There is a red light attached to a black pole next to the street. There are small hills behind
val_327.jpg, black and red bird is perched on the back of an old wooden bench.  The bird's beak is gold toned and he has black eyes.,Dog food is sitting in a large container. The container is white. The dog is black and white. The lid of the refrigerator door is open.
val_387.jpg, men are riding on top of an elephant. One of the men is riding next to the elephant ears. The other man sitting further back is wearing a hat,Two people are riding on top of a horse outside on a sunny day.  The horse is brown and white.  One person is wearing a blue
val_705.jpg," large Victorian-style clock is large and gold, sitting alone as a statement. The clock has thin black hands and black roman numerals. The bottom",The clock is very ornate. It has gold hands. There are cardinal numbers and roman numerals. There are also figurines around the clock
val_735.jpg, is a simple outdoor image of a bird sitting on top of a branch.The tree isn't that big but has something on it that gives it white colors,Two young ducks are enjoying their time outside. One duck is feeding on a small area of grass. The other duck is more into the water next to
val_76.jpg," standing behind a table. On the table there is a pizza on a white plate, small white bowls and a wine bottle. One of the men is wearing","Three men are standing inside of a building. One of the men is wearing a cap, blue shirt and black pants. Five women are standing behind him"
val_899.jpg," women are standing on a grassy field. One of the women is wearing a scarf on her head, a short sleeve shirt and black capri pants.",Two people are standing on a grassy field. There is a man in a blue shirt and black shorts. He is swinging a tennis racket that is
val_306.jpg, large brown bear is walking on all fours across a brown tree branch.  His claws are visible on the front two paws.  The branch seems much,there is a bear resting on a log. the bear is fat and brown. the log is very old. the bear is in the middle of the
val_928.jpg, is an image of freshly picked produce. In the image is a very round light green cabbage. In front of the cabbage is a orange sweet potato. An,There is a pile of vegetables on top of a white plate. There is broccoli in the middle of the pile of veggies. There is cauliflower behind
val_77.jpg, chicken sandwich is on a plate. The sandwich has cheese and tomatoes. The plate is a light lavender color and is sitting on a kitchen table.,Behind the plate is a cheesecake. The cheesecake has melted cheese. On top of the cheesecake is a layer of red sauce. The plate
val_304.jpg, man is on a small item going through a bayou. He is standing on it with a stick in his hand to propel through the waters. There are,Two people are standing on a beach playing frisbee on a sunny day. One person is wearing a blue shirt and black shorts. The other person
val_74.jpg, is a woman standing between two horses wearing sunglasses. The horse on the left has white on the nose and the other doesn't. The woman is wearing a,"The image is of a parking lot with orange safety cones, some have green balls on the tip and others are connected with yellow tape. A person in"
val_116.jpg, man is sitting looking to the right holding a cell phone. The cell phone is a flip phone and it's open. The phone is silver and black., picture was taken in black and white. There is a man holding a cell phone to his ear. The cell phone is black. The cell phone is
val_54.jpg, white paper plate with a colorful frosted donut on top of it. There is a white napkin behind the plate and they are sitting on top of,"Three different types of food are on the table. Cut-up apples are on the right, cut-up carrots on the left, and cut-"
val_483.jpg, picture of a group of people enjoying a skate park. There is a man falling off of a skateboard near a ramp. There is another person riding a,"There is a young man on a skateboard in the middle of the street. He has brown hair, is white skin, is wearing a black shirt"
val_126.jpg, is a scene of large older buildings in an old city.  A clock on a tower is above one of the buildings.  The building with the clock,The sky is partly cloudy and mostly blue. There is a clock closest to the camera. The clock is tall and is in the middle of the room
val_240.jpg, sink is white and has a red and white toothbrush on it. There is a tube on the sink. The tube has a yellow label and the cap,There is a white plate sitting on top of a black table. There is a silver fork on the table next to the plate. There is a black
val_706.jpg, man walks along a sidewalk The man is wearing a blue suit. The man is wearing a pink tie. The man is holding an umbrella. The man is, a woman is selling bananas. The bananas are in bunches. The bunches are white. The woman is selling kites. The kites are
val_498.jpg, old European village is seen as the birds fly high in the sky on a bright clear blue day. The larges building is a church with three crosses on,Two Canadian geese are flying high above the woods. Both of them have their wings outstretched. The wings of both geese are black and their
val_342.jpg, tower is in the sky. the sky is brown in color. the tower has a clock on it. the clock is white and large.the clock has,The clock tower is seen high in the sky on the Westminster palace. The sky is blue with a few fluffy white clouds visible. There is a tree
val_430.jpg,IX FLAGS IN DIFFERENT COLORS BY CHAIRS IN THE SAND. THE WATER IS CALM AND BLUE. THERE,The sky is partly cloudy and the water is calm. There is a boat sailing along carrying people. The light house is at a distance from the boat
val_149.jpg, is a tower of a building. The building has a yellow and black clock on the side of it. There are buildings all around the tower. There is,The top of this tower has a golden chicken weather vane. The tower is a light green color and has a few windows on it. It also
val_681.jpg, image is of a small bathroom.  A person is seen in the mirror which surrounds the sink on three sides.  The person is a man wearing a,There is a white toilet on the ground. There is a shower next to the toilet. There is a white sink next to the toilet.  There
val_757.jpg, room is dim. The walls are off white while the floors are of a light hard wood color. At the top of the wall there is a maroon,"Behind the counter there is a vacant kitchen floor. A reflection of a car is visible. A coffee maker, wrapped in a white sheet and cap,"
val_365.jpg, laptop is open with several windows displayed. The background of the screen is blue with many icons on it. The laptop sits next to a tall mug of beer,The table is made of metal. There is a plastic table cloth on top of the table. There is a white plate with food on it. There
val_19.jpg, panoramic view of a living room and dining area. The furniture in the living room is an off white color. The furniture in the dining area is,The room in this photo is pink. Different kinds of furniture are in this room. A wicker chair is sitting in front of the window. A
val_172.jpg," man in a colorful out fit stands on a dirt road. The man's clothing is red, white and yellow. There are two small buildings behind the man",A woman is standing in front of a barrel that is laid on its side. The woman is wearing a white dress and standing in front of a fence
val_86.jpg, plant is in a vase in between two windows. There's a white curtain hanging to the left of the left window. There are two blue glasses on,The window is reflecting the trees on the outside. There is a candle that is lit on top of the window sill. The candle is a beige
val_231.jpg, are three skiers on the hill. They are are all holding their poles. The trees in the background are all covered in snow. The first skier,Three people are standing on skis in the snow. There are tracks in the snow around them. They are all wearing ski clothes. The three people
val_269.jpg, family is in a living room playing a video game.  There are two men with a little girl in the foreground on the left.  With someone leaning,Three women are standing in front of a television that is turned on. One of the women is wearing eyeglasses on her eyes. There is a
val_625.jpg, young girl is trying to ski down a hill. Her legs are pointing inwards towards eachother and both of her skis are touching. She has on, snow is blowing and fogging the air. There is a person skiing found a large slope. There are others in the distance far ahead. There are
